Age,Annual_Income,Employment_Years,Credit_Score,Loan_Amount,Loan_Term_Months,Debt_To_Income_Ratio,Previous_Defaults,Dependents,Home_Owner,Default
25,664935,25,672,243460,24,0.59,1,4,Yes,0
56,1014444,10,703,515628,48,0.42,0,3,Yes,0
54,978293,9,630,461079,24,0.33,0,1,Yes,0
51,701992,2,705,840140,48,0.73,0,1,No,0
30,959903,6,703,352103,36,0.34,0,2,No,0
39,742806,3,763,456390,36,0.58,0,2,No,0
52,343302,39,715,338135,60,0.34,0,0,Yes,0
21,1071348,7,637,694746,24,0.27,0,1,Yes,0
25,527955,37,700,284878,24,0.5,0,0,Yes,0
65,1068147,12,626,441292,60,0.62,1,1,Yes,1
24,897208,11,723,119135,36,0.74,1,0,Yes,1
36,774643,34,635,367841,24,0.15,0,2,Yes,0
44,236901,37,568,915691,24,0.66,0,1,Yes,1
36,1261923,35,589,943960,60,0.42,0,1,No,0
22,691065,1,586,668479,36,0.13,0,2,No,0
69,990369,14,637,610296,24,0.61,0,1,No,0
48,765807,33,612,342687,60,0.28,0,1,No,0
52,718569,38,678,549757,36,0.66,0,2,No,0
47,857842,25,648,541425,60,0.16,0,0,Yes,0
40,807971,4,721,504347,24,0.55,0,1,Yes,0
44,719902,24,710,701644,36,0.26,0,0,Yes,0
32,783405,33,654,264139,24,0.23,0,0,No,0
55,928119,3,779,1140511,36,0.09,0,0,No,0
53,949345,33,605,906196,24,0.39,0,0,No,0
53,813007,26,760,297005,36,0.32,0,1,No,0
63,986281,28,692,526891,24,0.09,0,2,No,0
57,672779,4,648,350294,24,0.21,1,2,Yes,0
32,1467465,17,770,659044,60,0.39,0,2,Yes,0
23,1245676,3,724,477696,12,0.62,0,1,No,0
21,1028732,0,593,50000,36,0.7,0,0,No,1
53,217525,19,709,269764,36,0.41,0,1,No,0
60,981805,5,709,831622,48,0.33,0,2,No,0
30,699008,19,760,445284,48,0.72,1,1,Yes,0
63,506395,19,726,442999,48,0.72,0,2,Yes,0
64,691371,26,732,667292,60,0.18,0,2,Yes,0
49,539649,25,644,734988,48,0.42,1,1,Yes,0
33,952040,31,663,477728,48,0.62,0,2,Yes,0
32,1284798,9,659,50000,36,0.63,0,0,No,0
51,1047808,17,552,299232,48,0.53,0,2,No,0
66,1628757,11,782,50000,36,0.38,1,0,Yes,0
22,333916,9,590,150104,24,0.33,0,0,Yes,0
55,648189,23,701,519271,36,0.61,0,3,No,0
43,517092,23,653,511555,36,0.21,0,2,No,0
37,1168810,37,660,818852,36,0.35,0,0,Yes,0
46,733834,24,734,491812,36,0.45,0,2,Yes,0
28,856854,7,617,280467,24,0.63,0,1,Yes,0
49,990105,13,716,800729,36,0.31,1,1,Yes,0
46,363563,30,717,937785,60,0.43,1,3,No,0
30,613595,23,617,729143,36,0.25,0,1,No,0
46,1099179,15,752,483185,24,0.64,0,1,No,0
54,635573,19,789,422992,36,0.6,1,3,No,0
61,285907,37,841,202107,60,0.62,0,0,Yes,0
27,529321,14,659,302471,60,0.09,0,0,Yes,0
24,714119,13,695,387912,60,0.39,0,0,Yes,0
65,850028,11,700,168930,24,0.15,0,0,Yes,0
31,778756,33,733,416267,36,0.52,0,1,Yes,0
49,615734,7,819,429598,60,0.27,0,2,Yes,0
56,1081794,18,718,818597,36,0.59,2,2,No,0
45,761281,4,721,95240,24,0.1,0,2,Yes,0
41,862820,26,592,543103,24,0.41,0,2,Yes,0
56,631713,12,843,159753,60,0.14,0,1,Yes,0
30,1252682,31,641,50000,36,0.44,1,1,Yes,0
57,682510,30,467,376435,60,0.48,1,3,Yes,0
29,822407,36,497,504717,24,0.37,2,1,Yes,0
44,1110499,1,706,818055,48,0.25,2,3,Yes,0
55,884012,6,578,432688,12,0.07,1,1,No,0
69,876526,10,684,365376,24,0.51,1,0,Yes,0
55,207903,10,560,324511,36,0.66,0,1,No,1
68,1004190,22,704,370622,36,0.56,0,1,Yes,0
56,816676,30,725,50000,48,0.68,1,3,Yes,0
38,962469,7,694,295178,60,0.7,0,0,No,0
69,854963,31,624,700389,12,0.36,0,2,Yes,0
59,632252,20,750,50000,24,0.54,0,0,Yes,0
52,1068292,30,648,396219,36,0.33,0,2,Yes,0
44,859437,0,664,427823,60,0.69,1,1,Yes,0
43,413184,12,639,679097,48,0.44,0,2,Yes,0
52,1192555,10,658,529171,36,0.58,0,3,No,0
57,370856,28,829,605439,48,0.06,0,1,Yes,0
32,1070278,3,679,313512,24,0.45,0,3,Yes,0
69,1246079,35,578,60425,12,0.57,0,1,No,0
33,468111,14,603,367495,36,0.23,0,3,Yes,0
43,763171,2,657,464331,48,0.06,1,0,No,0
45,735215,28,616,789485,36,0.57,0,3,No,0
55,748708,20,755,143076,36,0.29,0,1,No,0
61,1349071,1,566,1022199,36,0.35,0,2,Yes,0
50,471584,5,670,543127,36,0.44,0,4,Yes,0
37,708029,30,760,309705,60,0.13,0,3,Yes,0
69,1250996,23,629,296730,36,0.12,0,1,No,0
40,703115,39,715,460078,12,0.72,0,1,Yes,0
68,519266,16,676,483081,48,0.29,0,2,Yes,0
45,878904,4,677,503307,36,0.23,0,2,No,0
42,1041692,1,720,659393,48,0.08,0,1,No,0
33,682147,11,531,334702,60,0.17,0,3,Yes,0
39,966310,4,776,526584,24,0.35,1,0,Yes,0
69,387015,19,528,416253,36,0.29,0,2,Yes,0
56,403691,7,770,911679,36,0.35,0,1,Yes,0
32,667974,0,714,50000,36,0.54,1,0,No,0
61,977005,5,717,1036289,48,0.5,0,0,Yes,0
39,1028449,10,809,279099,48,0.4,0,2,No,0
32,445395,2,774,228623,48,0.62,0,0,Yes,0
29,1017326,30,745,425957,48,0.65,0,2,Yes,0
27,849952,27,656,554019,24,0.46,0,3,Yes,0
48,536238,4,651,409183,48,0.13,0,0,Yes,0
34,399743,25,747,649371,48,0.33,0,2,Yes,0
51,868946,15,716,387632,48,0.49,0,2,Yes,0
39,1186868,30,704,339085,36,0.09,0,1,No,0
67,810656,27,675,268857,36,0.06,1,2,Yes,0
36,519523,6,647,815117,12,0.71,0,3,Yes,0
25,239593,37,568,596095,60,0.56,0,4,Yes,1
55,1258847,8,731,210766,36,0.16,1,2,No,0
32,1112555,38,665,386918,36,0.36,0,2,Yes,0
45,890623,34,660,169037,24,0.19,0,2,Yes,0
41,1243398,26,534,1181439,36,0.06,0,2,Yes,0
56,867175,11,687,545776,12,0.32,0,0,Yes,0
43,640688,24,570,50000,60,0.5,0,0,Yes,0
36,966539,28,645,160016,60,0.72,0,1,No,0
59,551082,30,743,187394,24,0.59,1,2,Yes,0
65,501305,33,685,573162,36,0.21,0,0,Yes,0
62,1031482,32,671,75542,36,0.29,0,1,No,0
59,1056727,26,621,158602,48,0.41,0,0,Yes,0
34,417878,1,636,437173,48,0.18,1,2,Yes,0
51,428960,13,806,479271,60,0.63,0,2,Yes,0
25,666485,12,742,361458,36,0.17,0,1,No,0
55,586608,23,643,396186,24,0.25,1,2,No,0
43,942946,4,671,141225,36,0.45,0,3,No,0
49,814414,33,699,611535,48,0.14,0,3,Yes,0
63,1149471,22,715,50000,24,0.49,0,2,Yes,0
31,895177,18,678,458869,24,0.71,0,1,No,0
38,606626,29,538,945123,48,0.53,1,0,Yes,0
67,232661,15,677,408486,48,0.62,2,1,No,1
32,853836,39,672,150241,24,0.36,0,2,No,0
29,286901,33,844,470834,60,0.31,1,2,Yes,1
30,602913,10,850,422949,24,0.28,0,2,No,0
64,583481,13,731,546116,24,0.51,0,0,Yes,0
37,647471,14,625,542074,36,0.41,1,0,No,0
58,405189,34,734,740555,60,0.38,0,2,Yes,0
27,582417,6,544,374491,48,0.12,1,1,No,0
66,1143771,28,637,291055,36,0.52,0,1,Yes,0
33,1142944,21,549,297378,24,0.56,0,1,Yes,0
60,1259749,22,724,335830,48,0.19,0,2,Yes,0
62,803043,23,583,571638,36,0.58,1,2,Yes,0
29,881365,34,657,153995,60,0.67,0,0,No,0
47,1148183,9,676,263685,48,0.17,0,1,Yes,0
22,358801,7,677,512576,24,0.37,0,2,No,0
25,1041688,11,642,801211,48,0.66,0,4,No,0
49,1190703,28,706,278884,24,0.39,0,3,Yes,0
57,533311,28,579,587306,60,0.62,0,0,Yes,0
58,1214791,22,819,447885,12,0.2,0,0,No,0
39,1417314,25,597,625896,24,0.09,0,2,Yes,0
28,1033354,36,683,514863,36,0.09,0,1,Yes,0
68,978351,31,729,506762,12,0.73,0,0,No,0
65,464067,37,734,1138138,36,0.17,0,2,No,0
21,1120761,5,742,1232445,36,0.66,1,0,No,0
42,492322,7,552,434245,36,0.27,0,1,No,0
37,910922,16,606,270630,36,0.08,0,2,No,0
27,941328,11,690,560510,60,0.22,0,2,No,0
45,200000,21,718,650999,36,0.4,0,2,Yes,0
65,921741,13,780,830174,60,0.12,0,3,No,0
24,1586442,33,638,50000,24,0.7,0,0,Yes,0
56,200000,18,607,397339,24,0.68,0,2,No,1
26,783832,5,636,372997,48,0.15,0,0,Yes,0
51,215865,17,850,298248,24,0.57,0,0,Yes,0
39,531757,35,800,125784,36,0.37,0,1,Yes,0
64,221066,36,666,443863,60,0.74,0,0,No,1
59,847862,37,782,676136,36,0.09,0,1,No,0
47,1038081,14,634,188859,36,0.38,0,0,No,0
30,922921,37,756,521942,48,0.25,0,2,No,0
46,520945,39,569,604956,12,0.56,0,1,Yes,0
39,617181,8,708,910858,36,0.13,0,0,Yes,0
59,881681,5,761,658794,12,0.49,1,2,No,0
23,530322,1,653,478661,24,0.71,0,1,Yes,0
65,401361,15,729,577860,12,0.37,0,1,No,0
33,728261,0,635,690685,60,0.37,0,1,Yes,0
48,516587,29,704,530206,12,0.4,0,0,Yes,0
40,923467,32,641,696685,36,0.34,0,1,Yes,0
48,1189609,0,745,416889,24,0.36,1,2,No,0
28,1579275,38,578,800109,36,0.37,0,3,Yes,0
61,901420,15,598,372591,36,0.75,0,2,Yes,1
59,993791,16,784,328559,36,0.13,0,0,Yes,0
21,620204,37,483,382964,48,0.25,0,0,Yes,0
23,638786,17,628,257392,60,0.2,0,0,Yes,0
33,1185216,21,668,688618,36,0.43,0,0,No,0
48,717101,21,708,106877,12,0.05,0,1,No,0
69,821884,34,641,391643,60,0.69,0,0,Yes,0
45,1166892,30,589,581103,60,0.42,0,2,No,0
53,719411,39,778,503025,36,0.68,0,0,No,0
58,1250126,26,764,489515,36,0.29,0,3,No,0
26,971908,35,649,464349,24,0.15,0,2,Yes,0
64,936619,3,536,541114,36,0.18,1,4,No,1
65,605543,4,704,249336,36,0.38,0,4,No,0
52,952737,24,694,380146,60,0.08,0,2,Yes,0
65,671286,30,626,435624,24,0.6,0,0,Yes,0
67,940822,13,523,613957,36,0.6,1,0,No,1
41,769452,29,658,735745,36,0.54,1,1,Yes,0
36,1090042,11,741,466981,36,0.68,0,1,Yes,0
41,790468,26,753,683576,36,0.43,0,2,Yes,0
31,1411357,23,676,522422,60,0.39,0,2,Yes,0
57,717335,29,630,482342,36,0.42,0,0,Yes,0
56,639627,17,738,696104,60,0.18,0,2,Yes,0
55,903834,13,589,138109,12,0.41,0,0,Yes,0
39,1123361,18,571,610548,24,0.43,0,3,No,0
40,1121029,21,672,328585,60,0.59,0,0,Yes,0
38,850034,25,803,759651,24,0.29,0,1,Yes,0
67,901726,6,806,335530,48,0.11,0,1,Yes,0
61,902161,27,574,422378,36,0.47,0,2,Yes,0
69,476638,37,645,108802,36,0.6,0,0,Yes,0
34,1107222,4,850,591826,48,0.73,0,3,Yes,0
35,422643,35,624,395597,48,0.11,0,1,No,0
51,477200,17,809,365700,60,0.57,0,1,Yes,0
21,816508,13,758,506849,24,0.47,1,0,No,0
23,704042,22,775,82505,48,0.06,0,2,Yes,0
36,1038847,13,644,326697,36,0.55,0,0,No,0
43,934205,31,646,453429,48,0.07,0,0,No,0
31,841460,4,607,866175,24,0.6,0,1,No,0
32,462339,21,743,545848,36,0.55,0,4,No,0
30,807968,27,549,599011,24,0.53,0,0,Yes,0
52,784246,11,666,515488,36,0.13,1,0,Yes,0
36,866656,17,810,1352433,48,0.69,1,2,Yes,1
28,670988,35,727,724708,24,0.68,0,2,Yes,1
58,956845,30,760,50000,48,0.68,0,3,Yes,0
32,696031,12,548,555574,36,0.3,0,2,No,0
44,928734,19,600,772573,12,0.39,0,1,Yes,0
48,1038814,35,774,137287,36,0.13,0,1,Yes,0
28,639621,6,690,526234,60,0.09,0,1,No,0
48,568352,22,596,365486,60,0.09,0,4,Yes,0
56,942909,33,730,286340,36,0.45,0,1,No,0
46,403670,31,637,833992,12,0.27,0,0,Yes,0
28,1133499,20,850,334224,24,0.46,0,1,Yes,0
48,803288,5,727,336521,48,0.46,0,4,No,0
48,765572,15,606,274682,48,0.68,0,1,Yes,0
57,963804,34,750,227934,24,0.67,0,1,No,0
61,945186,19,809,363380,36,0.55,0,1,Yes,0
56,801955,10,679,351010,48,0.62,0,0,No,0
47,1063584,31,618,203034,36,0.05,1,2,No,0
37,598283,13,683,493156,48,0.06,1,2,No,0
29,1013706,23,630,50000,24,0.37,0,1,Yes,0
53,476412,38,659,525392,48,0.51,0,3,Yes,0
40,953194,30,568,744077,36,0.61,1,2,Yes,0
33,701638,16,750,367312,36,0.36,0,2,No,0
48,406674,24,588,588522,36,0.71,0,2,Yes,1
68,876992,8,728,436867,36,0.62,1,2,Yes,0
49,789672,21,655,1087982,36,0.12,0,1,No,0
33,337182,34,697,743307,24,0.36,0,1,No,0
66,200000,36,642,283391,60,0.75,0,0,No,1
55,754320,16,695,822883,60,0.34,0,1,Yes,0
26,1285467,27,714,1102799,36,0.32,0,2,Yes,0
38,896304,0,651,445867,12,0.26,0,3,Yes,0
25,599509,8,541,621702,24,0.39,0,0,No,0
67,1124560,12,706,753224,60,0.56,0,2,Yes,0
45,1072167,31,711,220141,60,0.08,0,0,Yes,0
22,1181473,27,565,50000,24,0.64,0,4,Yes,0
30,1005169,30,601,539892,48,0.69,0,2,Yes,0
50,1065770,7,652,294437,36,0.6,0,1,No,0
65,1019332,7,496,445445,36,0.69,0,1,No,1
25,656748,33,736,756210,36,0.12,0,0,Yes,0
53,308815,22,640,641250,48,0.37,0,2,Yes,0
21,643659,9,703,639534,24,0.1,0,2,No,0
38,1131481,36,595,467843,24,0.64,0,3,Yes,0
52,685696,24,841,338899,12,0.72,0,2,Yes,0
67,756362,32,566,322805,60,0.26,0,0,No,0
69,450264,3,640,935934,36,0.42,0,2,Yes,0
31,634673,6,775,1064032,36,0.26,0,3,No,0
41,797273,32,588,769705,48,0.32,0,4,Yes,0
46,947768,1,687,429788,60,0.38,0,2,Yes,0
45,662401,31,730,221790,24,0.6,0,1,No,0
42,641438,4,559,1180283,24,0.15,1,2,Yes,1
47,1052652,16,626,613285,24,0.16,0,1,Yes,0
69,897579,11,695,607964,60,0.19,0,1,Yes,0
33,934601,11,716,350582,36,0.09,0,0,Yes,0
53,1258496,34,614,672038,48,0.5,0,0,Yes,0
54,648477,20,827,448054,24,0.18,0,1,Yes,0
61,785294,20,718,236134,36,0.36,0,2,Yes,0
55,965347,1,742,415354,24,0.53,0,0,Yes,0
21,538547,20,737,600748,36,0.36,0,0,Yes,0
41,868714,14,554,883329,24,0.68,0,2,Yes,0
68,806658,10,670,106304,36,0.59,0,2,Yes,0
26,1633189,9,678,190297,48,0.24,0,1,Yes,0
48,829960,17,659,393354,60,0.14,0,0,No,0
37,1147081,22,696,266004,24,0.68,0,1,No,0
25,1048982,30,511,500627,48,0.33,0,3,No,0
51,453031,25,690,377050,60,0.32,0,0,Yes,0
25,335352,1,655,531168,24,0.62,0,0,Yes,0
58,874104,38,510,541868,36,0.06,1,3,Yes,0
23,1177200,6,713,161525,36,0.37,0,1,Yes,0
43,886374,23,585,447795,24,0.55,0,2,Yes,0
57,823655,38,649,300325,12,0.64,0,2,No,0
57,714774,31,659,784544,24,0.67,2,1,No,1
30,402811,25,532,330085,36,0.38,0,1,Yes,0
30,511843,22,541,376241,24,0.64,0,1,No,0
39,313305,13,723,273064,24,0.08,0,0,Yes,0
37,469086,28,631,492533,48,0.26,0,1,Yes,0
41,642197,24,648,461963,36,0.06,0,4,No,0
34,1032804,30,685,870452,12,0.17,0,0,Yes,0
29,666479,1,539,492420,36,0.56,0,0,Yes,0
66,876687,1,647,836341,60,0.05,1,1,Yes,1
21,840568,22,671,884568,24,0.42,0,0,No,0
65,949714,10,821,411568,24,0.34,0,0,No,0
33,489555,28,606,456247,24,0.14,0,0,Yes,0
24,1117758,34,743,356552,24,0.53,0,1,Yes,0
21,377846,8,679,193072,36,0.54,1,2,Yes,1
69,665656,31,589,1089634,60,0.56,0,0,Yes,0
60,793728,29,629,357870,36,0.59,1,1,Yes,0
52,1028043,14,749,274572,36,0.27,2,0,Yes,0
54,1213792,13,742,234795,36,0.75,0,2,No,0
48,1030409,16,638,343654,12,0.1,1,0,No,0
51,1224774,21,707,424097,12,0.5,0,2,Yes,0
28,551247,29,597,810662,48,0.73,0,1,No,1
59,1157111,16,665,953182,36,0.21,0,0,Yes,0
46,1105597,15,645,50000,12,0.24,0,0,Yes,0
54,200000,7,754,896905,24,0.45,0,0,Yes,0
23,733860,38,717,919405,36,0.6,0,2,Yes,0
32,980611,30,625,345020,48,0.28,0,3,Yes,0
21,645375,11,633,272261,36,0.64,0,3,Yes,0
64,474252,32,677,630472,48,0.22,0,2,No,0
25,1434252,11,667,340463,36,0.66,1,3,Yes,0
50,833312,24,657,874482,12,0.23,0,3,Yes,0
50,841521,37,651,622714,60,0.48,0,2,No,0
37,407301,17,790,311405,24,0.3,0,1,No,0
68,616291,18,643,573085,24,0.28,1,3,Yes,0
67,530647,2,703,517571,48,0.3,0,1,Yes,0
43,1123692,34,850,50000,24,0.4,0,1,Yes,0
35,951390,4,612,253239,36,0.64,0,2,Yes,0
57,628830,34,695,335556,60,0.58,0,3,Yes,0
41,968150,26,699,594872,36,0.36,0,1,Yes,0
34,723943,36,679,641594,36,0.25,0,0,Yes,0
22,870347,20,683,801636,36,0.65,0,0,Yes,0
31,868929,15,609,323829,48,0.66,1,1,Yes,1
59,926080,27,708,129478,36,0.37,0,1,No,0
58,889895,24,533,288244,36,0.54,0,1,Yes,0
54,926314,32,823,323485,60,0.31,0,2,Yes,0
58,1176742,16,817,299552,60,0.15,2,1,No,0
54,992168,29,653,494600,36,0.28,0,1,No,0
38,698929,3,764,674555,12,0.53,0,0,Yes,0
50,770614,1,656,397036,48,0.59,0,2,Yes,0
35,1169051,8,680,625273,24,0.65,1,2,No,0
47,833726,30,625,742513,48,0.06,0,2,No,0
54,687794,24,745,497363,36,0.39,0,4,No,0
58,610658,36,633,215640,48,0.24,0,0,Yes,0
53,881911,35,742,430232,36,0.53,0,0,Yes,0
44,543542,4,676,755104,60,0.22,0,1,No,0
35,1185438,23,678,657565,24,0.45,0,3,Yes,0
50,488654,23,560,233170,12,0.55,0,0,Yes,0
62,1243420,28,684,794362,48,0.59,0,2,No,0
37,714430,30,588,417348,36,0.24,0,1,Yes,0
25,476978,36,684,231819,36,0.11,0,1,No,0
49,856752,18,835,492023,60,0.2,0,3,No,0
24,514088,22,568,118762,36,0.47,0,1,Yes,0
30,810311,34,668,662555,48,0.08,0,2,Yes,0
37,626736,5,629,786161,12,0.16,1,1,No,0
30,1083521,5,596,249680,48,0.75,0,2,Yes,0
37,841024,36,616,457914,36,0.32,0,1,Yes,0
40,443449,29,797,717903,36,0.4,0,3,Yes,0
44,620889,0,818,167285,48,0.06,0,1,No,0
25,1011484,7,596,194653,36,0.46,0,1,No,1
54,1186127,27,712,440744,60,0.28,0,0,Yes,0
26,786417,24,606,430272,48,0.42,0,0,Yes,0
22,486681,32,625,512201,48,0.42,0,1,No,0
33,1116210,37,516,473731,36,0.73,0,0,No,0
63,1010169,13,850,167550,36,0.24,0,0,No,0
63,1191961,10,767,96246,12,0.45,0,2,No,0
68,887062,1,627,170470,12,0.32,2,4,Yes,0
31,643820,29,702,625723,12,0.35,0,1,No,0
67,955066,29,648,737768,60,0.09,0,2,Yes,0
43,897898,3,755,477753,36,0.53,0,0,Yes,0
36,627537,12,652,677633,48,0.19,0,0,No,0
51,859591,6,664,347955,36,0.38,0,1,Yes,0
31,741492,37,627,408216,36,0.35,0,3,Yes,0
36,1023061,2,728,731041,36,0.38,0,4,Yes,0
28,947602,8,850,616302,36,0.31,0,2,Yes,0
24,484522,13,657,544135,60,0.22,0,0,No,0
60,454273,10,656,463146,60,0.36,0,1,No,0
24,773056,36,677,210449,36,0.08,0,1,No,0
45,809845,13,700,521376,60,0.22,0,3,No,0
23,1028293,18,656,577484,12,0.6,0,2,Yes,0
52,953991,7,648,1052030,24,0.64,0,2,Yes,0
23,1237605,6,686,480264,36,0.55,0,2,No,0
47,659841,6,539,407584,48,0.49,0,2,No,0
49,642714,2,636,570466,36,0.62,0,2,Yes,0
52,512055,2,519,862082,36,0.14,0,2,No,0
39,1024822,17,640,588019,12,0.42,0,3,Yes,0
41,806525,32,604,455243,60,0.13,0,0,Yes,0
25,243918,36,730,303738,48,0.59,0,3,Yes,0
38,860649,27,621,291867,36,0.41,0,2,Yes,0
48,879791,35,650,695283,60,0.62,0,1,No,0
62,756695,15,508,428051,12,0.61,0,3,Yes,0
42,888996,14,761,1001741,36,0.38,0,3,Yes,0
41,433929,28,593,521001,12,0.4,0,1,Yes,0
26,1292309,17,641,622018,36,0.07,0,3,Yes,0
21,914077,18,742,361459,24,0.42,0,0,No,0
25,267890,28,742,294401,36,0.52,0,1,Yes,0
61,798230,5,591,690953,60,0.21,0,0,No,0
32,922016,26,722,798909,36,0.74,0,0,Yes,0
46,466120,6,588,251558,36,0.73,0,3,No,0
66,960089,26,698,316258,36,0.25,0,1,Yes,0
54,1304277,18,617,335278,48,0.55,0,2,Yes,0
69,606689,16,598,669159,60,0.07,0,1,Yes,0
34,928531,10,682,590435,36,0.52,0,1,Yes,0
46,862579,4,622,475183,48,0.49,2,1,Yes,1
65,1090486,1,841,305025,36,0.63,1,2,No,1
47,767347,11,630,901978,24,0.26,0,2,No,0
29,479985,10,584,744400,36,0.66,0,1,No,1
46,1071254,9,608,50000,36,0.65,0,3,Yes,0
67,497821,27,678,714179,36,0.52,0,1,Yes,0
42,1342658,6,688,427832,48,0.38,0,2,Yes,0
67,968230,13,704,349623,36,0.48,0,2,Yes,0
50,620332,12,752,691556,60,0.56,0,1,Yes,0
63,1132595,4,546,587749,60,0.73,0,3,No,1
68,797243,7,756,522249,36,0.14,0,2,Yes,0
37,733578,0,606,275165,36,0.27,0,3,No,0
46,595739,4,712,753677,36,0.6,0,2,No,0
56,236546,10,817,190897,36,0.34,0,1,Yes,0
21,981317,9,616,693531,60,0.52,0,1,No,0
28,311561,14,612,522428,12,0.14,0,4,No,0
69,562011,38,598,491069,36,0.55,0,0,No,0
55,929853,28,652,362209,24,0.52,0,3,Yes,0
35,649797,24,781,541171,48,0.46,0,1,Yes,0
67,847145,5,590,156095,24,0.59,0,2,No,0
42,435891,10,640,808660,60,0.67,0,1,No,1
34,695462,16,758,399250,36,0.63,0,1,No,0
46,849015,14,729,327556,60,0.14,0,0,Yes,0
48,514558,15,640,450801,60,0.57,0,4,Yes,0
43,1305909,1,663,406593,48,0.36,0,0,No,0
34,608772,35,753,810850,36,0.28,0,1,Yes,0
44,1213525,18,806,66659,24,0.67,0,1,Yes,0
22,749658,37,816,481448,60,0.44,0,3,Yes,0
65,329457,20,790,895686,48,0.4,0,1,Yes,0
46,458929,10,626,517069,24,0.6,1,0,No,0
34,852823,2,825,547112,36,0.44,0,1,No,0
27,1109832,33,620,492955,12,0.65,0,0,No,0
23,1330933,17,547,337731,48,0.12,0,0,No,0
67,838465,14,688,635045,24,0.59,0,1,Yes,0
43,446826,24,798,452078,48,0.16,1,1,No,1
66,883545,14,733,535194,48,0.21,0,0,Yes,0
63,552435,29,674,637259,36,0.18,1,0,No,0
67,917657,16,703,610489,60,0.22,0,1,No,0
65,517557,17,722,524217,48,0.56,1,3,Yes,0
38,200000,30,691,724640,36,0.51,0,2,Yes,0
58,1195056,17,656,752920,60,0.21,0,0,No,0
55,732074,34,620,696183,60,0.24,0,2,Yes,0
35,814898,12,688,763825,48,0.12,0,0,Yes,0
45,1099010,13,670,838939,24,0.34,0,1,Yes,0
57,1363654,35,680,198411,36,0.32,0,2,No,0
48,1016024,17,763,1189431,60,0.15,0,1,Yes,0
30,830900,4,660,539121,36,0.63,1,1,No,0
59,938861,13,663,439225,36,0.65,0,3,Yes,0
37,711565,24,695,542146,60,0.13,0,0,Yes,0
59,810834,38,850,131078,12,0.24,0,0,Yes,0
42,843459,11,592,558513,12,0.57,0,3,Yes,0
46,564012,39,767,301723,60,0.66,0,3,No,0
64,806352,27,656,518160,12,0.1,0,1,Yes,0
45,910130,34,675,536206,36,0.68,0,1,Yes,0
37,955105,0,575,351842,60,0.09,0,0,Yes,0
33,931197,2,830,50000,48,0.49,2,3,Yes,0
40,398292,6,697,568427,36,0.07,0,1,Yes,0
45,1168777,8,732,499737,48,0.7,0,2,Yes,0
24,1143884,35,560,548086,36,0.3,0,0,Yes,0
30,771155,22,628,394623,36,0.5,0,2,Yes,0
23,936652,23,712,335770,36,0.18,0,2,Yes,0
61,735033,9,667,446226,36,0.27,0,1,Yes,0
65,1025587,11,715,534787,48,0.57,0,3,Yes,0
38,555718,18,848,668417,36,0.73,0,0,Yes,0
67,1202738,31,720,297455,12,0.74,0,3,Yes,0
56,1010662,23,644,697787,24,0.62,0,2,No,0
67,1017630,21,627,663461,36,0.64,0,3,No,0
42,768484,2,618,630152,60,0.73,0,2,Yes,0
54,376214,39,645,957563,36,0.08,0,1,No,0
67,1065180,26,649,60151,12,0.17,0,1,No,0
28,386131,18,689,987651,24,0.09,0,2,Yes,0
60,1068791,8,722,336584,36,0.4,0,1,Yes,0
69,568361,12,714,560387,24,0.72,0,0,Yes,0
64,323885,1,690,511013,12,0.46,2,0,No,1
39,800299,35,696,165449,48,0.44,0,2,Yes,0
62,1154840,28,850,632252,48,0.63,0,2,No,0
61,510318,10,622,715940,60,0.7,0,1,Yes,0
57,1279710,33,677,605551,48,0.54,0,1,Yes,0
26,997022,3,537,130787,36,0.68,0,1,Yes,1
46,847027,3,649,189958,48,0.17,0,1,Yes,0
54,669312,0,608,325678,36,0.4,0,2,No,0
65,690230,24,621,818189,12,0.31,1,1,Yes,0
26,929050,25,585,524030,36,0.28,0,0,Yes,0
57,1053812,10,571,50000,12,0.2,0,0,Yes,0
53,621951,22,689,1016081,12,0.68,0,1,Yes,0
42,558046,1,736,875060,12,0.37,0,0,Yes,0
41,735851,18,618,228314,60,0.42,0,4,No,0
26,1218088,28,517,397680,48,0.24,0,2,Yes,1
26,434933,39,688,428419,36,0.72,0,0,No,0
68,1142743,3,717,630789,24,0.48,0,1,Yes,0
24,812683,15,733,549719,12,0.05,2,1,No,0
50,304178,36,598,329675,36,0.24,0,2,Yes,0
31,661510,26,631,827775,36,0.75,0,3,Yes,0
50,982900,4,591,935994,48,0.73,0,1,Yes,0
51,1340544,14,620,487637,12,0.43,0,1,No,0
44,401788,22,616,356572,36,0.44,1,1,No,0
29,200000,2,639,898780,60,0.68,0,1,Yes,1
23,407134,17,659,50000,24,0.55,0,0,No,0
51,1139124,25,689,276410,36,0.7,0,2,No,0
60,261877,5,612,744841,24,0.39,0,4,Yes,0
57,1249176,16,668,847885,24,0.73,0,2,No,0
56,1164442,37,607,420118,48,0.43,0,3,No,0
44,857310,26,539,1070074,48,0.5,0,0,Yes,0
51,612090,19,723,50000,36,0.11,1,2,Yes,0
26,816578,5,626,773683,36,0.48,0,3,Yes,0
22,983326,34,541,521603,48,0.59,0,0,Yes,0
40,937542,11,724,378337,12,0.36,1,3,Yes,0
48,1321897,2,659,719443,24,0.4,0,0,Yes,0
